ConversationId,ID,TimeStamp,BotEventTypeId,Name,Data
4neX8xpxBPh7HOlqZ53TLO-eu,15A16BFA-1C1F-4391-A4F1-3F81A8694D80,48:38.2,7DF92EEA-6036-4552-AC3F-D3C71A5B0E36,Voice: Sentiment Score,-0.1
4neX8xpxBPh7HOlqZ53TLO-eu,AB7A46C0-71F6-44F9-B7DC-137DC03340A7,48:38.2,6E03BFB9-26DC-4074-B4EB-6C60575E89A5,Voice: Instrumentation,Sentiment Analysis: 275 ms
4neX8xpxBPh7HOlqZ53TLO-eu,E6CB8172-CB5A-49EE-BB05-4FA3EBB6C0AC,48:38.0,8C10F6EB-9B16-49EF-8310-CBE06887285C,Voice: User Question,Homecare payment.
H4WrnrI8sA1EUBSR8Fv9wA-eu,522D6C4B-45FF-406C-B17B-C9A58DB30C3C,48:37.2,B3AF9C52-4303-42AD-AA12-50088D9FB8C7,Voice: No User Input Timeout,Count: 2
E2E2z5aWU3HHtOFeqJNGzJ-eu,1CD7D2C7-68E5-44C9-AA22-21A51F2764FC,48:33.5,9FD3E166-A48F-45C8-85CD-FB8480403CD3,Voice: Final Intent,Base.Person.Transfer
E2E2z5aWU3HHtOFeqJNGzJ-eu,21B8B731-402C-41E5-94AF-31E2ED9F2290,48:33.5,B2B1DD44-4A5C-4BE2-A0D5-296ED1E9F446,Voice: Question Outcome Positive,
E2E2z5aWU3HHtOFeqJNGzJ-eu,611BAC62-4AB7-4B4D-B06E-BD2DA7C630ED,48:33.5,4AF7E529-EE85-48EB-93E4-165355503C38,Voice: Bot Response,"If you have another query, please ask me now or feel free to end the call using the end call button on your device or hanging up the receiver."
E2E2z5aWU3HHtOFeqJNGzJ-eu,D53FACDD-3ECD-4F96-9292-EBD028562B9A,48:33.3,7DF92EEA-6036-4552-AC3F-D3C71A5B0E36,Voice: Sentiment Score,-0.1
E2E2z5aWU3HHtOFeqJNGzJ-eu,0D4B0225-B467-400B-8BFD-7C69206C53B2,48:33.3,6E03BFB9-26DC-4074-B4EB-6C60575E89A5,Voice: Instrumentation,Sentiment Analysis: 282 ms
E2E2z5aWU3HHtOFeqJNGzJ-eu,7F47DBF3-7348-4A2E-98CE-D3C7FC5B6425,48:33.0,C9AEDCA8-1A28-4948-AA84-8076C8921DFE,Voice: User Response,"Yes, but I need to to speak with someone please."
w4y5wizKTGG6O8NocBMNn-eu,BB657014-D6F1-4012-946F-D56FC5002575,48:32.9,9FD3E166-A48F-45C8-85CD-FB8480403CD3,Voice: Final Intent,Base.Person.Transfer
w4y5wizKTGG6O8NocBMNn-eu,640D5C4B-A67C-43F9-AD9F-B04D3EB4A8FE,48:32.9,4AF7E529-EE85-48EB-93E4-165355503C38,Voice: Bot Response,"Before I can see if an advisor is available, please tell me more about your enquiry today"
w4y5wizKTGG6O8NocBMNn-eu,13E1587E-CE7B-454A-BF5F-6FF207845CCA,48:32.7,7DF92EEA-6036-4552-AC3F-D3C71A5B0E36,Voice: Sentiment Score,0
w4y5wizKTGG6O8NocBMNn-eu,C805994D-3D83-478F-A137-869F7FA69EFD,48:32.7,6E03BFB9-26DC-4074-B4EB-6C60575E89A5,Voice: Instrumentation,Sentiment Analysis: 298 ms
w4y5wizKTGG6O8NocBMNn-eu,26C95484-5847-4AFD-A0EC-3A480A8729E4,48:32.4,8C10F6EB-9B16-49EF-8310-CBE06887285C,Voice: User Question,I wish to speak to the *******************.
H4WrnrI8sA1EUBSR8Fv9wA-eu,0BCAA359-FA3C-4965-B3D9-A20679212CE7,48:28.6,B3AF9C52-4303-42AD-AA12-50088D9FB8C7,Voice: No User Input Timeout,Count: 1
CynkXlOP8nr9Onln96xhLF-eu,F42A21FC-03BA-48AF-A3BD-C0012EEE9659,48:23.0,5EE4D1EC-D25D-40B7-A089-716C7317DC44,Voice: Call End OK,
4neX8xpxBPh7HOlqZ53TLO-eu,B6591A56-DA38-48E5-BCD9-2B6A9E268BC5,48:19.9,4AF7E529-EE85-48EB-93E4-165355503C38,Voice: Bot Response,"Before I can see if an advisor is available, please tell me more about your enquiry today"
4neX8xpxBPh7HOlqZ53TLO-eu,FCC51B26-3393-452E-BCF2-505827C9324E,48:19.9,6E03BFB9-26DC-4074-B4EB-6C60575E89A5,Voice: Instrumentation,FlexIDialogBase.ProcessIntent: 1137 ms
4neX8xpxBPh7HOlqZ53TLO-eu,0B0D26C0-0CB2-4C6B-B249-DAA9B58D51C3,48:19.9,B4261388-8CE3-4243-97FF-DCD2F6B61919,Voice: Call Escalation,
4neX8xpxBPh7HOlqZ53TLO-eu,CA91A893-8E0E-48B8-A129-80F5D49562C9,48:19.8,B2DF4E26-669D-4A44-AEA2-77BB8A951534,Voice: No Answer Found,
4neX8xpxBPh7HOlqZ53TLO-eu,977588F5-0790-4F55-972C-FDF51A12359E,48:18.7,9FD3E166-A48F-45C8-85CD-FB8480403CD3,Voice: Final Intent,LocalGov.CouncilTax.Discount.CareLeaver.Info
4neX8xpxBPh7HOlqZ53TLO-eu,78288917-6E49-4275-944F-3F3FE207AB2C,48:18.4,7DF92EEA-6036-4552-AC3F-D3C71A5B0E36,Voice: Sentiment Score,0
4neX8xpxBPh7HOlqZ53TLO-eu,DBF51E93-1411-4D9F-B715-0A7AD4DF7F06,48:18.4,6E03BFB9-26DC-4074-B4EB-6C60575E89A5,Voice: Instrumentation,Sentiment Analysis: 775 ms
CynkXlOP8nr9Onln96xhLF-eu,018B8A0B-7FDC-46B9-B808-6F1D42683D72,48:18.0,C2F63E86-D530-4E7F-8DC5-C28A6B264838,Voice: Call Transfer Successful,
4neX8xpxBPh7HOlqZ53TLO-eu,6D320355-92F8-4D3A-B276-08BCE935C691,48:17.7,8C10F6EB-9B16-49EF-8310-CBE06887285C,Voice: User Question,How do I pay for home care?
E2E2z5aWU3HHtOFeqJNGzJ-eu,8EA56CD1-8CE7-4290-936A-316752ADC58B,48:16.3,4AF7E529-EE85-48EB-93E4-165355503C38,Voice: Bot Response,Was the answer helpful?
E2E2z5aWU3HHtOFeqJNGzJ-eu,02A94BFD-A603-483D-BD1C-69783EB335FF,48:16.3,9FD3E166-A48F-45C8-85CD-FB8480403CD3,Voice: Final Intent,Base.Person.Transfer
E2E2z5aWU3HHtOFeqJNGzJ-eu,117B36CE-000B-4668-8EB6-AF4B34A70080,48:16.2,6E03BFB9-26DC-4074-B4EB-6C60575E89A5,Voice: Instrumentation,Sentiment Analysis: 191 ms
E2E2z5aWU3HHtOFeqJNGzJ-eu,847A3B00-B9C1-437E-8810-6D171C3C023A,48:16.2,7DF92EEA-6036-4552-AC3F-D3C71A5B0E36,Voice: Sentiment Score,-0.3
E2E2z5aWU3HHtOFeqJNGzJ-eu,AFD18A4A-AF1C-42CB-B4E5-C71774F1AC46,48:16.0,C9AEDCA8-1A28-4948-AA84-8076C8921DFE,Voice: User Response,I need to speak to someone please.
H4WrnrI8sA1EUBSR8Fv9wA-eu,E80E1785-5223-41A4-9ED3-88632FF51C90,48:14.2,B4261388-8CE3-4243-97FF-DCD2F6B61919,Voice: Call Escalation,
H4WrnrI8sA1EUBSR8Fv9wA-eu,8E4D6C86-21F1-4900-91D7-9FD412A4FD51,48:14.2,B2DF4E26-669D-4A44-AEA2-77BB8A951534,Voice: No Answer Found,
H4WrnrI8sA1EUBSR8Fv9wA-eu,E5322661-39EC-44B0-90E9-A2A19338305B,48:14.2,4AF7E529-EE85-48EB-93E4-165355503C38,Voice: Bot Response,"Before I can see if an advisor is available, please tell me more about your enquiry today"
H4WrnrI8sA1EUBSR8Fv9wA-eu,E66C0460-9385-4978-8759-5D71EC8EF6C7,48:14.1,7DF92EEA-6036-4552-AC3F-D3C71A5B0E36,Voice: Sentiment Score,0
H4WrnrI8sA1EUBSR8Fv9wA-eu,D6469A8F-BA38-4388-8F3A-1F3DF96C1582,48:14.1,6E03BFB9-26DC-4074-B4EB-6C60575E89A5,Voice: Instrumentation,Sentiment Analysis: 700 ms
H4WrnrI8sA1EUBSR8Fv9wA-eu,56814A62-1355-4550-82DD-C887644DF09D,48:13.4,8C10F6EB-9B16-49EF-8310-CBE06887285C,Voice: User Question,MP services.
CCD7zg9SUoJ1EjDJytYU0d-eu,A569E5A8-1CE1-4BD7-B0D2-D47B80A57CBE,48:11.2,4AF7E529-EE85-48EB-93E4-165355503C38,Voice: Bot Response,"I can answer best if your question is in a short sentence such as, How do I pay my Council Tax. Please ask your question now"
CCD7zg9SUoJ1EjDJytYU0d-eu,D40C574A-39CB-484C-A7D3-54621D181D03,48:11.2,4AF7E529-EE85-48EB-93E4-165355503C38,Voice: Bot Response,"Welcome to Derby City Council, I'm Darcie, your Digital Helper and here to help with your question, request, or problem.  To find out more information about how your personal data is processed, please refer to the Council's privacy notice at derby.gov.uk.  I'm always learning so please be patient and remember to tell me if I've been helpful."
CCD7zg9SUoJ1EjDJytYU0d-eu,CAE18E26-C65F-4966-8439-F13B18517CFA,48:11.0,A343492A-42C8-4C9F-AA0F-CC63EC4C65A6,Voice: Call Start,4.47855E+11
CCD7zg9SUoJ1EjDJytYU0d-eu,A181AC26-F9F7-4D1E-86C4-33A30F244375,48:10.6,BE4AEB6B-144F-4592-A044-69BC0E9E1C7D,Voice: AudioCodes Event,DerbyMainPRD
CynkXlOP8nr9Onln96xhLF-eu,37E91872-49A6-4563-82A0-2D432BAB9FC6,48:06.7,B7E4F95C-4531-4CA3-A1DA-CB29186C3803,Voice: Call Transfer,4.41332E+11
CynkXlOP8nr9Onln96xhLF-eu,8D3BB569-2DC2-43C3-B8D2-12D599C45B67,48:06.6,6E03BFB9-26DC-4074-B4EB-6C60575E89A5,Voice: Instrumentation,FlexIDialogBase.ProcessIntent: 1735 ms
CynkXlOP8nr9Onln96xhLF-eu,EF6CB04D-F96C-443A-8617-78E7725C69E8,48:06.6,B4261388-8CE3-4243-97FF-DCD2F6B61919,Voice: Call Escalation,
CynkXlOP8nr9Onln96xhLF-eu,F42808F2-9165-4FBE-B582-222963E7D829,48:06.5,B2DF4E26-669D-4A44-AEA2-77BB8A951534,Voice: No Answer Found,
E2E2z5aWU3HHtOFeqJNGzJ-eu,CCF5943D-71AC-4DE8-803F-DFEC6C7DD4FD,48:05.1,4AF7E529-EE85-48EB-93E4-165355503C38,Voice: Bot Response,Would you like this answer sent to you as a text message?
E2E2z5aWU3HHtOFeqJNGzJ-eu,9477F2CF-7EA2-441B-B4AD-A6E64E90329A,48:05.1,9FD3E166-A48F-45C8-85CD-FB8480403CD3,Voice: Final Intent,LocalGov.CouncilTax.Refund.Apply
CynkXlOP8nr9Onln96xhLF-eu,361CFACB-2F63-44DA-8920-6179721A434A,48:04.9,9FD3E166-A48F-45C8-85CD-FB8480403CD3,Voice: Final Intent,LocalGov.Housing.Rent.Pay.Problem.Report
E2E2z5aWU3HHtOFeqJNGzJ-eu,976F26FA-15E1-4D79-904B-9D8AA447403E,48:04.7,7DF92EEA-6036-4552-AC3F-D3C71A5B0E36,Voice: Sentiment Score,-0.4
E2E2z5aWU3HHtOFeqJNGzJ-eu,24C4433B-CBEC-4D57-A545-CA9A53E582FE,48:04.7,6E03BFB9-26DC-4074-B4EB-6C60575E89A5,Voice: Instrumentation,Sentiment Analysis: 695 ms
CynkXlOP8nr9Onln96xhLF-eu,33D3CB02-771C-43EE-BC4D-D9BF9362123B,48:04.4,7DF92EEA-6036-4552-AC3F-D3C71A5B0E36,Voice: Sentiment Score,0.2
H4WrnrI8sA1EUBSR8Fv9wA-eu,A788418D-776F-460A-85CF-1B68635B9A6A,48:04.4,B3AF9C52-4303-42AD-AA12-50088D9FB8C7,Voice: No User Input Timeout,Count: 1
CynkXlOP8nr9Onln96xhLF-eu,C00EE5B3-2FF8-4AFD-8DD2-816C9A87E504,48:04.4,6E03BFB9-26DC-4074-B4EB-6C60575E89A5,Voice: Instrumentation,Sentiment Analysis: 698 ms
E2E2z5aWU3HHtOFeqJNGzJ-eu,E762EFA8-B373-4CB0-A167-9BF3870B0AA5,48:04.0,C9AEDCA8-1A28-4948-AA84-8076C8921DFE,Voice: User Response,"No, thank you. Umm, I would like to to know how can I put my name in the council tax please?"
CynkXlOP8nr9Onln96xhLF-eu,533E76EB-BB31-4BF4-B83A-3146F9363563,48:03.7,8C10F6EB-9B16-49EF-8310-CBE06887285C,Voice: User Question,I'm calling from the United States and would like to speak to an *******.
w4y5wizKTGG6O8NocBMNn-eu,D574366A-CEC4-4BA5-BAC6-D062A6243FE5,47:55.0,4AF7E529-EE85-48EB-93E4-165355503C38,Voice: Bot Response,"I can answer best if your question is in a short sentence such as, How do I pay my Council Tax. Please ask your question now"
w4y5wizKTGG6O8NocBMNn-eu,791E7421-53D8-4B56-A872-F7BCA6CB9BDD,47:55.0,4AF7E529-EE85-48EB-93E4-165355503C38,Voice: Bot Response,"Welcome to Derby City Council, I'm Darcie, your Digital Helper and here to help with your question, request, or problem.  To find out more information about how your personal data is processed, please refer to the Council's privacy notice at derby.gov.uk.  I'm always learning so please be patient and remember to tell me if I've been helpful."
w4y5wizKTGG6O8NocBMNn-eu,AF157515-0124-45FB-A442-9547B9F65E72,47:54.8,A343492A-42C8-4C9F-AA0F-CC63EC4C65A6,Voice: Call Start,4.41333E+11
w4y5wizKTGG6O8NocBMNn-eu,185AEC04-D1E4-4C49-B898-8ED874E28BFC,47:54.5,BE4AEB6B-144F-4592-A044-69BC0E9E1C7D,Voice: AudioCodes Event,DerbyMainPRD
CynkXlOP8nr9Onln96xhLF-eu,DE006AD3-E929-40BF-BF3E-CE0DE6D90252,47:49.2,9FD3E166-A48F-45C8-85CD-FB8480403CD3,Voice: Final Intent,Base.Person.Transfer
CynkXlOP8nr9Onln96xhLF-eu,CA44C327-E235-4EF9-8E2A-7BFC42B32B0F,47:49.2,4AF7E529-EE85-48EB-93E4-165355503C38,Voice: Bot Response,"Before I can see if an advisor is available, please tell me more about your enquiry today"
CynkXlOP8nr9Onln96xhLF-eu,DCDACB2A-1B0B-4CD5-9E47-0099D97F1757,47:49.0,7DF92EEA-6036-4552-AC3F-D3C71A5B0E36,Voice: Sentiment Score,-0.3
CynkXlOP8nr9Onln96xhLF-eu,057C1039-0E5F-43B8-A7F0-33E86F7D5626,47:49.0,6E03BFB9-26DC-4074-B4EB-6C60575E89A5,Voice: Instrumentation,Sentiment Analysis: 712 ms
CynkXlOP8nr9Onln96xhLF-eu,123844E7-2904-45DF-AB1A-828165E40F00,47:48.3,8C10F6EB-9B16-49EF-8310-CBE06887285C,Voice: User Question,Speak to a **************.
4neX8xpxBPh7HOlqZ53TLO-eu,3C60E967-719B-43E1-96C1-805DB1A95D61,47:40.7,4AF7E529-EE85-48EB-93E4-165355503C38,Voice: Bot Response,"I can answer best if your question is in a short sentence such as, How do I pay my Council Tax. Please ask your question now"
4neX8xpxBPh7HOlqZ53TLO-eu,B79ADEC2-AA3D-4A41-8524-5D4BA4D73FA8,47:40.7,4AF7E529-EE85-48EB-93E4-165355503C38,Voice: Bot Response,"Welcome to Derby City Council, I'm Darcie, your Digital Helper and here to help with your question, request, or problem.  To find out more information about how your personal data is processed, please refer to the Council's privacy notice at derby.gov.uk.  I'm always learning so please be patient and remember to tell me if I've been helpful."
4neX8xpxBPh7HOlqZ53TLO-eu,FD51345B-063A-48DF-B4E1-07B0F670E852,47:40.5,A343492A-42C8-4C9F-AA0F-CC63EC4C65A6,Voice: Call Start,4.47855E+11
4neX8xpxBPh7HOlqZ53TLO-eu,FB6872F4-0082-42F8-9566-FA86C9CC796D,47:40.2,BE4AEB6B-144F-4592-A044-69BC0E9E1C7D,Voice: AudioCodes Event,DerbyMainPRD
CynkXlOP8nr9Onln96xhLF-eu,AD9F1390-936D-4AED-B897-9B8D27DDCC9A,47:33.4,4AF7E529-EE85-48EB-93E4-165355503C38,Voice: Bot Response,"If you have another query, please ask me now or feel free to end the call using the end call button on your device or hanging up the receiver."
CynkXlOP8nr9Onln96xhLF-eu,81AE8E53-7825-4CBB-890F-75BB500666D2,47:33.4,B2B1DD44-4A5C-4BE2-A0D5-296ED1E9F446,Voice: Question Outcome Positive,
CynkXlOP8nr9Onln96xhLF-eu,2BB26522-D1AB-484B-A664-656384025FFC,47:33.2,7DF92EEA-6036-4552-AC3F-D3C71A5B0E36,Voice: Sentiment Score,0.4
CynkXlOP8nr9Onln96xhLF-eu,617271D3-CD02-4859-ADC7-FBBA7B7353FA,47:33.2,6E03BFB9-26DC-4074-B4EB-6C60575E89A5,Voice: Instrumentation,Sentiment Analysis: 168 ms
CynkXlOP8nr9Onln96xhLF-eu,9E8D95F9-776B-456F-86AF-D1D74909AE6A,47:33.0,C9AEDCA8-1A28-4948-AA84-8076C8921DFE,Voice: User Response,Yes.
H4WrnrI8sA1EUBSR8Fv9wA-eu,EFC01EA0-8412-47ED-BB5F-C84B2B52D24B,47:27.5,4AF7E529-EE85-48EB-93E4-165355503C38,Voice: Bot Response,"I can answer best if your question is in a short sentence such as, How do I pay my Council Tax. Please ask your question now"
H4WrnrI8sA1EUBSR8Fv9wA-eu,A735118F-ECF3-47C5-90C6-C6C41DDCF1E3,47:27.5,4AF7E529-EE85-48EB-93E4-165355503C38,Voice: Bot Response,"Welcome to Derby City Council, I'm Darcie, your Digital Helper and here to help with your question, request, or problem.  To find out more information about how your personal data is processed, please refer to the Council's privacy notice at derby.gov.uk.  I'm always learning so please be patient and remember to tell me if I've been helpful."
CynkXlOP8nr9Onln96xhLF-eu,78DE4216-B57A-4E50-8E21-A9FA74F17AB4,47:27.5,4AF7E529-EE85-48EB-93E4-165355503C38,Voice: Bot Response,Was the answer helpful?
CynkXlOP8nr9Onln96xhLF-eu,91993983-D790-4822-B665-DE60C6389CFB,47:27.5,9FD3E166-A48F-45C8-85CD-FB8480403CD3,Voice: Final Intent,Base.Person.Transfer
H4WrnrI8sA1EUBSR8Fv9wA-eu,732B4AFB-4C1E-4004-AA17-33969367A2F6,47:27.3,A343492A-42C8-4C9F-AA0F-CC63EC4C65A6,Voice: Call Start,4.47457E+11
CynkXlOP8nr9Onln96xhLF-eu,6A5625B7-B95E-4F9D-8DC0-EAA78F4F4D39,47:27.2,7DF92EEA-6036-4552-AC3F-D3C71A5B0E36,Voice: Sentiment Score,-0.4
CynkXlOP8nr9Onln96xhLF-eu,C9003512-0E97-4112-84F3-27D0F71BC8EC,47:27.2,6E03BFB9-26DC-4074-B4EB-6C60575E89A5,Voice: Instrumentation,Sentiment Analysis: 298 ms
H4WrnrI8sA1EUBSR8Fv9wA-eu,825BD7EC-3D8A-409D-9DF5-FE2DD0F370AE,47:26.9,BE4AEB6B-144F-4592-A044-69BC0E9E1C7D,Voice: AudioCodes Event,DerbyMainPRD
CynkXlOP8nr9Onln96xhLF-eu,275AE386-A7D1-4A50-B710-59AD3140C695,47:26.9,C9AEDCA8-1A28-4948-AA84-8076C8921DFE,Voice: User Response,No. Speak to a **************.
CynkXlOP8nr9Onln96xhLF-eu,76CF6678-6105-42A5-BD9C-63FE36EB236C,47:17.1,4AF7E529-EE85-48EB-93E4-165355503C38,Voice: Bot Response,Would you like this answer sent to you as a text message?
CynkXlOP8nr9Onln96xhLF-eu,92FB57FB-EC4D-469E-9423-1451F9C6EB73,47:16.9,7DF92EEA-6036-4552-AC3F-D3C71A5B0E36,Voice: Sentiment Score,-0.6
CynkXlOP8nr9Onln96xhLF-eu,79D9D661-A1B1-45F5-B06B-93CB5E2207AF,47:16.9,6E03BFB9-26DC-4074-B4EB-6C60575E89A5,Voice: Instrumentation,Sentiment Analysis: 171 ms
CynkXlOP8nr9Onln96xhLF-eu,4049C937-9D0E-45D5-BE31-3EE29D072CBA,47:16.7,C9AEDCA8-1A28-4948-AA84-8076C8921DFE,Voice: User Response,No.
E2E2z5aWU3HHtOFeqJNGzJ-eu,EFCA83B2-AB1B-44FE-94DA-AA0F920D3DAC,47:12.0,4AF7E529-EE85-48EB-93E4-165355503C38,Voice: Bot Response,Do you want me to repeat that?
E2E2z5aWU3HHtOFeqJNGzJ-eu,62B1E038-2DE3-4A2E-9FC7-0292969FAD85,47:12.0,6E03BFB9-26DC-4074-B4EB-6C60575E89A5,Voice: Instrumentation,FlexIDialogBase.ProcessIntent: 1883 ms
E2E2z5aWU3HHtOFeqJNGzJ-eu,17F89288-E4D7-41A4-8CD1-EE5A06C5E5F1,47:12.0,1AFD631A-120A-4C16-A26F-8197F7FE2C79,Voice: Bot Spoken Answer,"You can pay online with a debit or credit card at any time using our online payment service or our automated payment line. You can also pay by Paypoint, Bacs, or standing order. The easiest way to pay Council Tax is by Direct Debit. You can spread your payments over 10 or 12 months and choose between several dates, or even pay weekly. To set up a Direct Debit, you will need to sign in or register for my Account. If you request it, we can send you a link to your mobile phone that provides more information about paying your council tax."
E2E2z5aWU3HHtOFeqJNGzJ-eu,EDC19B96-C859-4D4D-9A7C-8E4AE76EE64B,47:12.0,4B48F449-32A5-44F3-891A-CAFC65116389,Voice: Answer Found,
E2E2z5aWU3HHtOFeqJNGzJ-eu,05BDC802-AB6E-43B1-8A19-AFD01141087D,47:12.0,6E03BFB9-26DC-4074-B4EB-6C60575E89A5,Voice: Instrumentation,FlexIDialogBase.ProcessMappedSearchIntent: 698 ms
E2E2z5aWU3HHtOFeqJNGzJ-eu,3CF297AE-CC1D-40C4-820F-EBB6EC55B2A9,47:12.0,D9E0B64F-F757-48D0-BAF8-DE7637528C43,Voice: Intent Confidence,High
E2E2z5aWU3HHtOFeqJNGzJ-eu,8004CE3A-DE6D-48CB-9AD9-1C11DA224328,47:10.1,9FD3E166-A48F-45C8-85CD-FB8480403CD3,Voice: Final Intent,LocalGov.CouncilTax.Pay.Methods.Info
E2E2z5aWU3HHtOFeqJNGzJ-eu,27B9C77C-311F-470A-8D3D-FAD1950743E9,47:09.8,6E03BFB9-26DC-4074-B4EB-6C60575E89A5,Voice: Instrumentation,Sentiment Analysis: 185 ms
E2E2z5aWU3HHtOFeqJNGzJ-eu,1AE41A47-67A2-46CF-8A22-82D69A000DB7,47:09.8,7DF92EEA-6036-4552-AC3F-D3C71A5B0E36,Voice: Sentiment Score,0
E2E2z5aWU3HHtOFeqJNGzJ-eu,66C61D17-7005-4296-83C5-B18D282FEEEE,47:09.7,8C10F6EB-9B16-49EF-8310-CBE06887285C,Voice: User Question,How do I pay my council tax?
CynkXlOP8nr9Onln96xhLF-eu,BEE8919A-1DA8-43AE-ABA9-A5911EB97F7C,46:48.6,4AF7E529-EE85-48EB-93E4-165355503C38,Voice: Bot Response,Do you want me to repeat that?
CynkXlOP8nr9Onln96xhLF-eu,CE1122F1-5FB4-4907-B818-621C6EDE85D1,46:48.6,1AFD631A-120A-4C16-A26F-8197F7FE2C79,Voice: Bot Spoken Answer,"Copy certificates cost £11 each. For events that have taken place within the city of Derby boundary, you can apply for a copy certificate online. If you request it, we can send you a link to your mobile phone where you can request a Copy of Birth, Death, or Marriage Certificate."
CynkXlOP8nr9Onln96xhLF-eu,3492B7D3-E023-4820-8ADA-332A7CCB4138,46:48.6,6E03BFB9-26DC-4074-B4EB-6C60575E89A5,Voice: Instrumentation,FlexIDialogBase.ProcessIntent: 1633 ms
CynkXlOP8nr9Onln96xhLF-eu,6BF56362-C371-45D8-840B-3E37ACDAB34C,46:48.6,4B48F449-32A5-44F3-891A-CAFC65116389,Voice: Answer Found,
CynkXlOP8nr9Onln96xhLF-eu,950CDC46-9985-40FD-AD6D-E93EBF819F3E,46:48.6,6E03BFB9-26DC-4074-B4EB-6C60575E89A5,Voice: Instrumentation,FlexIDialogBase.ProcessMappedSearchIntent: 561 ms
CynkXlOP8nr9Onln96xhLF-eu,0A28E6FC-2923-4FE8-9DF6-EF217F324413,46:48.6,D9E0B64F-F757-48D0-BAF8-DE7637528C43,Voice: Intent Confidence,High
CynkXlOP8nr9Onln96xhLF-eu,CD614771-3C79-4F42-8C8A-003C0A547A79,46:46.9,9FD3E166-A48F-45C8-85CD-FB8480403CD3,Voice: Final Intent,LocalGov.Registration.Certificates.Copy.Cost
CynkXlOP8nr9Onln96xhLF-eu,14B193E6-5292-41BC-9132-EDC706BEBED6,46:46.7,7DF92EEA-6036-4552-AC3F-D3C71A5B0E36,Voice: Sentiment Score,-0.4
CynkXlOP8nr9Onln96xhLF-eu,C7BBFBE0-D31E-4895-A5DB-42AB3A5F4713,46:46.7,6E03BFB9-26DC-4074-B4EB-6C60575E89A5,Voice: Instrumentation,Sentiment Analysis: 194 ms
A2xaV96uZHaH4YuPWZwfDK-eu,FE26397C-E970-4C35-80AE-47F261990E12,46:46.5,5EE4D1EC-D25D-40B7-A089-716C7317DC44,Voice: Call End OK,
